"","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
"2007-04-04",11.815315246582,11.8368368148804,11.7512512207031,11.7872867584229,151000848,11.6988925933838
"2007-04-05",11.7942943572998,11.8140640258789,11.752251625061,11.7995500564575,108523368,11.7110652923584
"2007-04-09",11.8363361358643,11.8368368148804,11.6514005661011,11.7169666290283,122361516,11.6291007995605
"2007-04-10",11.6889390945435,11.7815322875977,11.6406412124634,11.6741743087769,119052828,11.5866298675537
"2007-04-11",11.6631631851196,11.7467470169067,11.5768270492554,11.6248750686646,152327520,11.5377006530762
"2007-04-12",11.6116123199463,11.7117118835449,11.5675678253174,11.6964464187622,108207684,11.6087341308594
"2007-04-13",11.722972869873,11.7309808731079,11.5955963134766,11.6689186096191,111680208,11.5814113616943
"2007-04-16",11.7232227325439,11.9366874694824,11.71546459198,11.8686189651489,202912884,11.7796154022217
"2007-04-17",11.8568572998047,11.9216718673706,11.8018016815186,11.8318319320679,128275596,11.7431049346924
"2007-04-18",11.7932929992676,12.0095100402832,11.75,11.9121618270874,226593180,11.8228311538696
"2007-04-19",11.8743743896484,12.0608110427856,11.7515020370483,11.8030529022217,439943616,11.7145404815674
"2007-04-20",12.2752752304077,12.3248252868652,12.0625629425049,12.0740737915039,485973540,11.9835290908813
"2007-04-23",12.0145149230957,12.1371374130249,11.9684677124023,11.9889888763428,226757016,11.8990831375122
"2007-04-24",11.9772272109985,12.0115118026733,11.9006509780884,11.9502000808716,147640212,11.8605833053589
"2007-04-25",12.0120115280151,12.0462961196899,11.914665222168,11.9617118835449,158513328,11.8720092773438
"2007-04-26",11.9644641876221,12.1233730316162,11.9396896362305,12.0415420532227,164831004,11.9512424468994
"2007-04-27",12.0137643814087,12.0720720291138,11.9702196121216,11.9872369766235,116910972,11.8973436355591
"2007-04-30",11.990740776062,12.0457963943481,11.7962961196899,11.7962961196899,145502352,11.7078351974487
"2007-05-01",11.8165674209595,11.8320817947388,11.6158657073975,11.7367372512817,146181672,11.6487216949463
"2007-05-02",11.7279777526855,11.7887887954712,11.6549053192139,11.6561555862427,122385492,11.5687446594238
